Prowess_company_code,Company,year,roa,tq,DebtToEquity,SalesGrowth,FirmAge,NumPlants,Num_of_supplier,Num_of_supp_countries,Num_of_product,Num_of_plant,Num_of customers,SCC1,SCC2,SCC3,SCC4,SCC5,SCC6
236905,Sterling Tools Ltd.,2015,10.33,2.64,0.52,0.0923390081421169,36.0,3.0,2,1,2,3,1,6,6,7,7,8,7
237077,Stone India Ltd.,2013,-2.98,0.33,0.92,0.0397246255465622,82.0,2.0,2,2,3,2,4,7,7,7,7,11,10
237137,Stovec Industries Ltd.,2012,11.6,1.84,0.0,0.223941738734638,39.0,1.0,2,1,14,1,3,8,8,8,8,12,11
237137,Stovec Industries Ltd.,2013,12.59,1.67,0.0,0.0397917441428039,40.0,1.0,2,1,14,1,3,8,8,8,8,12,11
237137,Stovec Industries Ltd.,2014,10.35,3.01,0.0,0.2204339532665713,41.0,1.0,2,1,14,1,4,8,8,8,8,12,11
237137,Stovec Industries Ltd.,2015,14.64,7.54,0.0,0.6672853375012209,42.0,1.0,2,1,14,1,4,8,8,8,8,12,11
237137,Stovec Industries Ltd.,2016,12.66,4.87,0.0,0.1976212795875322,43.0,1.0,2,1,9,1,3,8,7,8,8,10,9
237266,Strides Pharma Science Ltd.,2015,3.23,4.3,0.49,1.3889680745035418,25.0,1.0,2,2,11,1,4,9,9,11,10,14,14
237372,Sturdy Industries Ltd.,2012,0.59,0.43,2.69,0.2226667813916136,23.0,5.0,2,1,4,5,29,9,9,11,11,14,13
237372,Sturdy Industries Ltd.,2013,-6.95,0.22,5.96,0.0098640612721239,24.0,5.0,2,1,3,5,24,9,9,11,11,13,13
237372,Sturdy Industries Ltd.,2014,-6.11,1.79,16.13,-0.4799767711962834,25.0,5.0,2,1,3,5,18,9,9,11,11,13,11
237372,Sturdy Industries Ltd.,2015,-6.69,24.29,43.21,-0.2561307901907357,26.0,5.0,2,1,4,5,20,9,9,11,11,14,12
237372,Sturdy Industries Ltd.,2016,-1.21,1.29,9.68,0.2429292019455953,27.0,5.0,2,1,4,5,20,9,9,11,11,13,12
238067,Sudarshan Chemical Inds. Ltd.,2012,2.44,1.38,1.77,0.065796922767245,61.0,3.0,2,2,6,3,1,8,8,9,9,12,12
238067,Sudarshan Chemical Inds. Ltd.,2015,6.08,2.33,1.07,0.1094653302774262,64.0,3.0,2,1,7,3,1,7,7,7,7,10,10
240215,Sundram Fasteners Ltd.,2016,13.45,5.13,0.49,0.129507338832266,54.0,10.0,2,1,4,10,2,7,7,9,8,11,11
241564,Super Tannery Ltd.,2015,1.52,0.85,1.37,-0.2257736356774849,31.0,3.0,2,1,4,3,2,6,6,6,6,10,8
241564,Super Tannery Ltd.,2016,0.27,0.61,1.08,-0.1600474717077099,32.0,3.0,2,1,4,3,2,6,6,6,6,9,8
241914,Suprajit Engineering Ltd.,2014,9.97,7.11,0.73,0.0822721902368583,29.0,11.0,2,1,5,11,50,10,10,11,11,16,15
242022,Supreme Industries Ltd.,2012,15.8,5.06,0.59,0.1760532950345219,70.0,16.0,2,1,6,16,1,8,8,9,9,12,12
242022,Supreme Industries Ltd.,2013,13.66,5.94,0.49,0.1623624819594304,71.0,16.0,2,1,7,16,1,8,8,9,9,13,13
242022,Supreme Industries Ltd.,2014,14.3,7.26,0.35,0.0747081216542577,72.0,16.0,2,1,8,16,1,9,9,10,10,13,13
242059,Supreme Petrochem Ltd.,2014,3.52,2.15,0.0,-0.1810956240947572,25.0,2.0,2,2,5,2,1,7,8,7,8,11,11
243495,Suryavanshi Spinning Mills Ltd.,2012,-8.28,0.37,3.49,-0.0082512449565627,34.0,1.0,2,1,6,1,1,6,6,8,8,8,8
243495,Suryavanshi Spinning Mills Ltd.,2013,-0.01,0.33,1.61,-0.5836754141621463,35.0,1.0,2,1,3,1,1,5,6,7,7,6,6
243495,Suryavanshi Spinning Mills Ltd.,2014,0.45,0.34,2.62,-0.0573994189629368,36.0,1.0,2,1,3,1,1,5,5,7,7,6,6
243495,Suryavanshi Spinning Mills Ltd.,2015,-5.86,0.45,3.77,-0.0397870551975344,37.0,1.0,2,1,3,1,1,5,5,7,7,6,6
244486,Swaraj Engines Ltd.,2015,15.43,4.78,0.0,-0.0090207695268699,30.0,1.0,2,1,4,1,3,6,6,7,7,9,7
244486,Swaraj Engines Ltd.,2016,19.32,5.37,0.0,0.2654698371951631,31.0,1.0,2,1,7,1,3,7,6,8,7,10,8
246040,T I L Ltd.,2012,0.3,0.83,0.86,0.1286263544215309,38.0,3.0,2,2,9,3,1,9,8,10,8,13,13
246040,T I L Ltd.,2013,0.04,0.59,1.01,0.0320360620763222,39.0,3.0,2,2,9,3,4,10,8,11,8,15,14
246040,T I L Ltd.,2014,-4.02,1.71,1.24,0.1473059482528675,40.0,3.0,2,2,9,3,6,10,10,11,10,16,14
246040,T I L Ltd.,2015,-9.2,2.64,1.88,-0.0258064516129032,41.0,3.0,2,2,10,3,6,10,10,11,11,17,16
246785,T P L Plastech Ltd.,2015,6.74,3.09,0.45,-0.0274744110877125,23.0,5.0,2,2,1,5,1,8,8,10,10,11,11
246785,T P L Plastech Ltd.,2016,7.16,5.93,0.6,0.0145029710947728,24.0,5.0,2,2,1,5,1,8,8,10,10,11,11
246538,T T K Prestige Ltd.,2012,19.47,9.89,0.29,0.234375,57.0,5.0,2,2,9,5,1,10,10,10,10,14,13
246538,T T K Prestige Ltd.,2013,13.39,6.92,0.05,-0.0425665349903405,58.0,5.0,2,2,9,5,1,10,10,10,10,14,13
246538,T T K Prestige Ltd.,2014,10.14,6.26,0.0,0.0714581498129032,59.0,5.0,2,2,8,5,1,10,9,10,9,14,13
246538,T T K Prestige Ltd.,2015,12.18,7.43,0.0,0.0965146511137657,60.0,5.0,2,2,8,5,1,9,9,9,9,14,12
246538,T T K Prestige Ltd.,2016,9.86,8.55,0.0,0.079541157999295,61.0,5.0,2,2,11,5,1,10,10,10,10,15,15
247249,Tamilnadu Petroproducts Ltd.,2016,2.27,0.77,0.15,0.272781087446629,32.0,1.0,2,1,7,1,3,7,7,8,8,10,11
248085,Tata Coffee Ltd.,2012,12.35,4.87,0.21,0.1767125984251967,69.0,10.0,2,1,7,10,1,8,8,8,8,13,12
248085,Tata Coffee Ltd.,2013,11.35,2.96,0.18,0.083811499406126,70.0,11.0,2,1,7,11,1,8,9,8,9,13,12
248085,Tata Coffee Ltd.,2014,9.75,2.7,0.17,0.0403476005988856,71.0,11.0,2,1,7,11,1,8,9,8,9,13,13
248085,Tata Coffee Ltd.,2016,11.01,2.52,0.09,0.0890699754397423,73.0,11.0,2,1,14,11,1,9,9,9,9,14,14
248179,Tata Sponge Iron Ltd.,2012,8.33,0.74,0.0,0.272173383236139,30.0,1.0,2,1,2,1,3,6,6,7,7,8,7
248179,Tata Sponge Iron Ltd.,2013,8.61,0.68,0.0,-0.0232621784345922,31.0,1.0,2,1,3,1,3,6,6,7,7,8,8
251033,Tilaknagar Industries Ltd.,2014,-2.2,0.66,1.78,-0.1205938308287554,81.0,4.0,2,1,5,4,3,8,8,8,8,13,11
251033,Tilaknagar Industries Ltd.,2015,-18.51,0.98,5.15,-0.1895137276826407,82.0,4.0,2,1,6,4,3,8,8,8,8,13,12
251033,Tilaknagar Industries Ltd.,2016,-20.51,3.33,85.23,-0.0614071919143448,83.0,4.0,2,1,5,4,2,7,6,7,6,11,10
251109,Time Technoplast Ltd.,2016,5.04,2.01,0.49,0.169431279620853,27.0,19.0,2,2,2,19,1,8,8,9,9,12,12
251255,Tinplate Co. Of India Ltd.,2012,2.69,1.05,0.52,0.3905306097029333,92.0,1.0,2,1,6,1,2,6,6,6,6,9,8
251255,Tinplate Co. Of India Ltd.,2013,5.68,0.92,0.26,0.2045436732317407,93.0,1.0,2,1,5,1,4,7,7,7,7,10,9
251255,Tinplate Co. Of India Ltd.,2014,4.29,1.14,0.08,-0.1338644159176047,94.0,1.0,2,1,5,1,4,7,7,7,7,10,8
251255,Tinplate Co. Of India Ltd.,2015,6.94,1.25,0.0,-0.0933052866556483,95.0,1.0,2,1,9,1,5,8,7,8,7,11,10
251255,Tinplate Co. Of India Ltd.,2016,2.62,1.24,0.0,-0.0086170162397613,96.0,1.0,2,1,9,1,3,8,8,8,8,10,10
251642,Titagarh Wagons Ltd.,2014,2.69,1.01,0.02,0.4010693293676086,17.0,2.0,2,2,12,2,2,8,8,8,8,14,13
251642,Titagarh Wagons Ltd.,2015,-2.28,2.43,0.02,-0.1395284187116177,18.0,2.0,2,2,11,2,2,8,8,8,8,14,12
252196,Torrent Pharmaceuticals Ltd.,2015,24.38,5.69,0.61,0.5625215442950706,43.0,5.0,2,1,2,5,2,7,7,9,9,10,10
254532,Triveni Engineering & Inds. Ltd.,2012,0.36,0.5,1.21,0.0801382919923747,80.0,9.0,2,2,16,9,2,10,10,10,11,17,16
254532,Triveni Engineering & Inds. Ltd.,2013,-6.53,0.42,1.49,0.7001540349319897,81.0,9.0,2,2,16,9,2,10,10,10,11,17,17
254532,Triveni Engineering & Inds. Ltd.,2014,-5.35,0.83,2.4,-0.3478969917538121,82.0,9.0,2,2,16,9,2,10,10,10,11,17,18
360032,Tulsi Extrusions Ltd.,2012,0.66,0.14,1.05,0.0453531212703026,18.0,1.0,2,1,2,1,1,5,5,7,7,6,6
360032,Tulsi Extrusions Ltd.,2013,-25.35,0.12,3.2,-0.585306527674361,19.0,1.0,2,1,2,1,1,5,5,7,7,6,6
256224,Ucal Fuel Systems Ltd.,2012,1.1,0.5,0.92,-0.0141783956480442,27.0,4.0,2,2,2,4,3,8,8,10,10,13,11
256224,Ucal Fuel Systems Ltd.,2013,1.17,0.36,0.8,-0.0771144278606964,28.0,4.0,2,2,2,4,2,7,7,9,8,12,10
256224,Ucal Fuel Systems Ltd.,2014,2.85,0.94,0.64,0.1306897991723927,29.0,4.0,2,2,2,4,3,8,8,10,9,13,10
256224,Ucal Fuel Systems Ltd.,2015,2.63,0.92,0.54,-0.0381587120385448,30.0,4.0,2,2,2,4,3,8,8,10,10,13,10
256224,Ucal Fuel Systems Ltd.,2016,3.45,1.06,0.41,0.1257548783467728,31.0,4.0,2,2,5,4,3,9,9,10,10,13,12
256459,Ugar Sugar Works Ltd.,2012,2.88,1.27,3.09,0.1097817219983683,73.0,2.0,2,2,7,2,7,9,9,10,10,15,15
256459,Ugar Sugar Works Ltd.,2013,-4.95,2.68,2.84,-0.0693745266628056,74.0,2.0,2,2,7,2,6,8,10,9,11,15,15
256459,Ugar Sugar Works Ltd.,2014,-0.61,1.7,2.3,0.0150073600689333,75.0,2.0,2,2,7,2,8,9,10,10,11,15,17
256459,Ugar Sugar Works Ltd.,2015,1.46,4.48,3.07,0.2289153785386675,76.0,2.0,2,2,11,2,8,10,11,11,12,16,18
256459,Ugar Sugar Works Ltd.,2016,2.93,4.17,3.2,-0.2746766703764823,77.0,2.0,2,2,12,2,8,10,10,11,11,16,18
257120,Unichem Laboratories Ltd.,2012,11.85,2.02,0.04,0.2531050522044633,50.0,6.0,2,2,5,6,3,10,10,12,12,15,15
257120,Unichem Laboratories Ltd.,2016,-4.25,2.17,0.0,-0.5332119888363063,54.0,6.0,2,2,5,6,3,10,10,12,12,13,14
257429,Uniply Industries Ltd.,2012,-4.3,0.65,2.91,0.0312855949578554,16.0,1.0,2,1,5,1,2,6,6,6,6,9,8
257429,Uniply Industries Ltd.,2013,-2.86,0.39,3.71,0.1843752301008763,17.0,1.0,2,1,4,1,2,5,5,5,5,8,8
257429,Uniply Industries Ltd.,2014,0.35,1.91,4.09,-0.2095119676717438,18.0,1.0,2,1,5,1,2,6,6,6,6,9,8
257429,Uniply Industries Ltd.,2015,4.05,7.08,1.27,0.129610696028313,19.0,1.0,2,1,4,1,2,5,5,5,5,8,8
257429,Uniply Industries Ltd.,2016,4.26,3.96,0.5,0.1263663580032026,20.0,1.0,2,1,2,1,76,7,7,7,7,10,10
258946,Usha Martin Ltd.,2012,-0.01,0.65,1.94,0.0859456813178618,26.0,4.0,2,2,13,4,3,10,10,10,10,17,16
259393,Uttam Galva Steels Ltd.,2013,0.45,0.79,2.23,-0.0796149921469402,28.0,2.0,2,2,6,2,30,9,10,10,11,15,16
259393,Uttam Galva Steels Ltd.,2014,0.38,0.71,2.35,0.2818686398265027,29.0,2.0,2,2,6,2,33,9,10,10,11,15,15
259393,Uttam Galva Steels Ltd.,2015,-10.62,0.52,6.61,-0.0161836295632533,30.0,2.0,2,2,8,2,40,9,10,10,11,16,16
259393,Uttam Galva Steels Ltd.,2016,-4.53,1.41,49.49,-0.364345251136456,31.0,2.0,2,2,8,2,41,10,10,11,11,16,16
129223,Uttam Value Steels Ltd.,2012,0.01,7.11,1.02,0.7097078158882757,42.0,1.0,2,1,7,1,18,8,8,8,8,13,11
135967,Vardhman Textiles Ltd.,2016,8.4,1.63,0.55,0.0185528225669331,43.0,6.0,2,2,5,6,4,10,9,12,11,14,16
266544,Vikas W S P Ltd.,2012,18.1,0.44,0.12,1.733024314108953,24.0,1.0,2,1,2,1,12,7,7,7,8,10,9
266544,Vikas W S P Ltd.,2013,0.15,0.17,0.15,-0.6433866911610402,25.0,1.0,2,1,2,1,11,7,7,7,8,9,9
266544,Vikas W S P Ltd.,2014,-4.7,0.18,0.13,-0.241636118078333,26.0,1.0,2,1,2,1,11,7,7,7,8,9,10
266544,Vikas W S P Ltd.,2015,-13.86,0.1,0.16,-0.2710909275937515,27.0,1.0,2,1,2,1,12,7,7,7,8,9,10
266544,Vikas W S P Ltd.,2016,-5.81,0.09,0.16,-0.662065234463622,28.0,1.0,2,1,2,1,13,7,7,7,8,9,10
272084,Wheels India Ltd.,2012,2.85,3.06,1.62,-0.0663415507136145,52.0,8.0,2,1,4,8,6,8,8,10,9,14,13
273932,Yash Papers Ltd.,2012,0.98,0.36,2.34,0.0808545159545699,31.0,1.0,2,1,3,1,2,5,5,5,5,7,6
273932,Yash Papers Ltd.,2013,1.0,0.31,2.5,0.2924693520140105,32.0,1.0,2,1,2,1,2,5,5,6,6,7,7
273932,Yash Papers Ltd.,2014,-3.59,0.6,2.91,0.1666021422118984,33.0,1.0,2,1,2,1,10,7,6,8,7,9,8
273932,Yash Papers Ltd.,2015,1.5,1.9,2.07,0.0068030973451327,34.0,1.0,2,1,3,1,12,7,7,7,8,9,9
273932,Yash Papers Ltd.,2016,4.05,1.2,2.34,0.0064824479481404,35.0,1.0,2,1,3,1,12,7,7,7,7,9,9
3335,A V T Natural Products Ltd.,2014,12.25,2.93,0.0,-0.0872052767756276,28.0,3.0,1,1,4,3,1,6,6,6,6,8,7
3335,A V T Natural Products Ltd.,2015,9.56,2.65,0.0,0.0504231874800382,29.0,3.0,1,1,7,3,1,7,7,7,7,9,9
3335,A V T Natural Products Ltd.,2016,10.73,2.07,0.0,0.1700809547337616,30.0,3.0,1,1,7,3,1,7,7,7,7,10,8
121704,Abbott India Ltd.,2012,7.87,4.88,0.0,0.1113276443474848,68.0,1.0,1,1,6,1,3,7,7,8,8,9,9
369475,Action Construction Equipment Ltd.,2012,1.29,0.97,0.64,-0.2124092364587562,17.0,3.0,1,1,8,3,57,10,10,10,10,14,14
369475,Action Construction Equipment Ltd.,2013,0.68,0.53,0.6,-0.0768900405136501,18.0,3.0,1,1,7,3,54,9,10,9,10,14,14
369475,Action Construction Equipment Ltd.,2014,0.03,1.47,0.54,-0.0389876244533358,19.0,3.0,1,1,7,3,39,9,9,9,9,14,14
369475,Action Construction Equipment Ltd.,2015,1.04,1.77,0.55,0.0883359153111282,20.0,3.0,1,1,7,3,49,9,9,9,9,13,13
369475,Action Construction Equipment Ltd.,2016,2.08,1.84,0.32,0.183505827229323,21.0,3.0,1,1,7,3,49,9,9,9,9,14,13
6584,Ador Fontech Ltd.,2012,11.1,1.97,0.0,-0.0289811229428846,38.0,1.0,1,1,2,1,1,5,5,6,6,5,5
6584,Ador Fontech Ltd.,2013,10.68,1.18,0.0,-0.0798803663779674,39.0,1.0,1,1,3,1,1,5,5,6,6,5,5
6584,Ador Fontech Ltd.,2015,8.5,2.13,0.0,0.0412193779245801,41.0,1.0,1,1,7,1,1,6,6,6,6,7,7
6584,Ador Fontech Ltd.,2016,6.63,1.53,0.0,-0.0330447425814552,42.0,1.0,1,1,7,1,1,6,6,6,6,8,7
6585,Ador Multiproducts Ltd.,2014,-10.17,1.12,0.69,-0.1621384750219106,66.0,1.0,1,1,4,1,1,5,6,5,6,6,6
6585,Ador Multiproducts Ltd.,2015,-10.97,2.31,0.91,-0.2970711297071129,67.0,1.0,1,1,5,1,1,5,6,5,7,6,6
6923,Ador Welding Ltd.,2012,7.41,1.13,0.01,0.079186673462271,61.0,4.0,1,1,4,4,9,8,9,8,9,12,12
6923,Ador Welding Ltd.,2013,6.24,0.94,0.01,0.0103402848549625,62.0,4.0,1,1,4,4,2,6,7,6,7,10,9
8523,Aimco Pesticides Ltd.,2013,0.46,7.85,2.48,-0.2911842830652033,26.0,1.0,1,1,3,1,1,5,5,6,5,5,5
8523,Aimco Pesticides Ltd.,2014,5.23,15.2,0.36,0.1754224704800961,27.0,1.0,1,1,3,1,1,5,5,6,5,5,5
8523,Aimco Pesticides Ltd.,2015,5.01,5.81,0.0,-0.4126564003849856,28.0,1.0,1,1,6,1,1,6,6,6,6,7,7
8523,Aimco Pesticides Ltd.,2016,16.13,7.09,0.04,0.0455755837771405,29.0,1.0,1,1,7,1,1,6,6,6,6,8,8
9431,Akar Auto Inds. Ltd.,2012,0.85,0.58,1.54,0.0064745872450631,23.0,1.0,1,1,1,1,19,7,7,8,8,9,9
9431,Akar Auto Inds. Ltd.,2013,0.6,0.28,1.42,0.0036024445159215,24.0,1.0,1,1,1,1,18,7,7,8,8,9,9
24496,Aksharchem (India) Ltd.,2012,8.66,0.6,0.82,0.8492433061699651,23.0,1.0,1,1,2,1,1,5,5,6,6,5,5
24496,Aksharchem (India) Ltd.,2013,34.17,1.38,0.27,0.5298499632777252,24.0,1.0,1,1,2,1,1,5,5,6,6,5,5
24496,Aksharchem (India) Ltd.,2014,13.59,2.1,0.34,0.3625265756806803,25.0,1.0,1,1,2,1,1,5,5,6,6,5,5
24496,Aksharchem (India) Ltd.,2015,10.97,1.52,0.37,-0.0553178637942316,26.0,1.0,1,1,2,1,1,5,5,6,6,5,5
24496,Aksharchem (India) Ltd.,2016,27.88,4.1,0.23,0.314684569479966,27.0,1.0,1,1,5,1,1,6,6,6,6,6,6
10566,Alembic Ltd.,2015,6.52,4.42,0.0,-0.1026498929336189,108.0,1.0,1,1,5,1,3,6,5,7,5,8,6
10566,Alembic Ltd.,2016,7.09,2.63,0.0,0.0973154362416106,109.0,1.0,1,1,6,1,1,6,6,7,7,7,6
10714,Alfa Transformers Ltd.,2012,-8.85,0.76,0.73,0.1361434108527131,30.0,1.0,1,1,3,1,1,5,5,5,5,5,5
10714,Alfa Transformers Ltd.,2013,-6.22,0.45,0.48,0.2358208955223881,31.0,1.0,1,1,2,1,1,5,5,5,5,5,5
10714,Alfa Transformers Ltd.,2014,-3.02,0.8,0.45,0.0089717046238784,32.0,1.0,1,1,2,1,1,5,5,5,6,5,5
10714,Alfa Transformers Ltd.,2015,-1.69,0.87,0.64,0.0338577291381669,33.0,1.0,1,1,2,1,1,5,5,6,6,5,5
10714,Alfa Transformers Ltd.,2016,-8.51,0.92,0.63,-0.0489579887528944,34.0,1.0,1,1,3,1,1,5,5,5,5,5,5
10903,Alkyl Amines Chemicals Ltd.,2012,7.24,1.35,1.37,0.28386573698719,33.0,2.0,1,1,5,2,1,6,7,7,8,8,8
10903,Alkyl Amines Chemicals Ltd.,2013,10.39,1.87,1.07,0.214686268566232,34.0,2.0,1,1,5,2,1,6,7,7,8,8,8
10903,Alkyl Amines Chemicals Ltd.,2014,10.12,4.32,0.77,0.073658161249402,35.0,2.0,1,1,5,2,1,6,7,7,8,8,8
10903,Alkyl Amines Chemicals Ltd.,2015,10.91,3.59,0.56,0.0135582715140716,36.0,3.0,1,1,5,3,1,6,7,7,8,8,8
10903,Alkyl Amines Chemicals Ltd.,2016,9.94,2.81,0.49,0.0353341359475627,37.0,3.0,1,1,7,3,1,7,7,8,8,10,10
12108,Alufluoride Ltd.,2012,7.23,0.35,0.0,0.0432975406996882,28.0,1.0,1,1,2,1,3,6,6,8,8,7,7
12108,Alufluoride Ltd.,2013,5.32,0.55,0.0,0.1231739707835326,29.0,1.0,1,1,2,1,3,6,6,8,8,7,7
12108,Alufluoride Ltd.,2014,14.35,0.58,0.0,-0.2394324563996452,30.0,1.0,1,1,2,1,3,6,6,8,8,7,7
12108,Alufluoride Ltd.,2015,9.19,0.78,0.0,0.3925378935095218,31.0,1.0,1,1,4,1,3,6,6,7,7,8,8
12108,Alufluoride Ltd.,2016,12.2,1.01,0.0,0.1546190343287747,32.0,1.0,1,1,3,1,3,6,6,8,7,6,7
13188,Amco India Ltd.,2013,-16.78,0.1,0.45,-0.2323554682705291,26.0,2.0,1,1,12,2,2,7,7,7,7,11,10
13188,Amco India Ltd.,2014,-4.39,0.3,0.31,0.028621682123441,27.0,2.0,1,1,12,2,2,7,7,7,7,11,11
13188,Amco India Ltd.,2015,3.32,0.3,0.3,-0.1950878283848904,28.0,2.0,1,1,12,2,2,7,7,7,7,11,11
13188,Amco India Ltd.,2016,2.96,0.3,0.26,0.1208960988798764,29.0,2.0,1,1,12,2,2,7,7,7,7,11,11
14039,Amrit Corp. Ltd.,2012,5.16,0.76,0.21,0.4872928176795581,72.0,1.0,1,1,7,1,4,7,8,7,8,10,11
14039,Amrit Corp. Ltd.,2013,5.16,0.72,0.13,-0.3260277365032195,73.0,1.0,1,1,6,1,4,7,8,7,8,9,10
14039,Amrit Corp. Ltd.,2014,5.99,0.82,0.11,-0.0830424398309754,74.0,1.0,1,1,4,1,4,6,6,6,6,8,9
14039,Amrit Corp. Ltd.,2015,4.99,0.66,0.2,-0.1652975355640152,75.0,1.0,1,1,7,1,4,7,8,7,8,9,11
14039,Amrit Corp. Ltd.,2016,5.57,0.83,0.17,0.1411425828132499,76.0,1.0,1,1,7,1,4,7,7,7,7,10,10
15246,Andhra Petrochemicals Ltd.,2012,2.02,0.59,0.29,-0.0413944676013642,28.0,1.0,1,1,1,1,2,5,5,7,7,6,6
15246,Andhra Petrochemicals Ltd.,2013,-8.21,0.43,0.25,-0.5401619125924989,29.0,1.0,1,1,1,1,2,5,5,7,7,6,6
15246,Andhra Petrochemicals Ltd.,2014,-15.42,0.64,0.54,-0.4579808816450037,30.0,1.0,1,1,1,1,2,5,5,7,7,6,6
15246,Andhra Petrochemicals Ltd.,2015,-11.23,0.95,0.79,1.3841273869187338,31.0,1.0,1,1,1,1,2,5,5,7,7,6,6
15246,Andhra Petrochemicals Ltd.,2016,-2.67,1.7,0.98,-0.0143157446582048,32.0,1.0,1,1,2,1,2,5,5,7,7,6,6
15303,Andhra Sugars Ltd.,2012,8.28,0.72,0.46,0.1043166376196611,65.0,7.0,1,1,33,7,1,9,9,9,9,13,13
15303,Andhra Sugars Ltd.,2013,4.18,0.5,0.5,-0.1111593970860685,66.0,7.0,1,1,30,7,1,9,9,9,9,13,13
15303,Andhra Sugars Ltd.,2016,8.55,0.77,0.48,0.04181452310888,69.0,7.0,1,1,28,7,1,9,9,9,9,13,13
17206,Anuh Pharma Ltd.,2012,9.75,1.53,0.01,0.0847062739224495,52.0,1.0,1,1,5,1,2,6,6,6,6,8,8
17728,Apar Industries Ltd.,2013,2.19,0.94,1.31,0.0119977365073982,24.0,3.0,1,1,9,3,1,8,8,8,8,10,11
22896,Asian Star Co. Ltd.,2012,2.61,2.67,1.85,0.3867005866234168,17.0,7.0,1,1,4,7,4,8,8,8,8,12,11
22896,Asian Star Co. Ltd.,2013,2.73,2.15,1.76,0.0791646819688829,18.0,7.0,1,1,4,7,6,8,9,8,9,13,12
22896,Asian Star Co. Ltd.,2014,2.39,3.35,1.67,-0.0060526603299464,19.0,7.0,1,1,3,7,6,8,8,8,9,12,11
22896,Asian Star Co. Ltd.,2015,2.38,2.16,1.35,0.0431982061202955,20.0,7.0,1,1,3,7,6,8,8,8,9,12,11
22896,Asian Star Co. Ltd.,2016,2.48,1.77,1.2,0.1366278212125682,21.0,7.0,1,1,3,7,6,8,8,8,9,12,12
24306,Atul Auto Ltd.,2013,21.08,3.35,0.0,0.1710622532052843,27.0,1.0,1,1,2,1,1,5,5,5,5,5,5
24919,Autoline Industries Ltd.,2012,1.13,0.74,0.99,-0.0379350258507601,16.0,8.0,1,1,1,8,20,9,9,11,11,13,13
24919,Autoline Industries Ltd.,2013,-10.57,0.58,1.13,-0.2970306559507194,17.0,8.0,1,1,1,8,24,9,9,11,11,13,13
24919,Autoline Industries Ltd.,2014,-6.93,0.57,1.27,-0.0741653545103946,18.0,8.0,1,1,1,8,23,9,9,11,11,13,13
24919,Autoline Industries Ltd.,2015,-10.33,0.62,1.85,-0.1330753493874935,19.0,8.0,1,1,1,8,25,9,9,11,11,13,13
24919,Autoline Industries Ltd.,2016,-14.03,0.79,3.88,0.1077277379733878,20.0,8.0,1,1,2,8,29,9,9,11,10,13,13
24967,Automobile Corpn. Of Goa Ltd.,2012,5.43,0.99,0.02,-0.2057763749615931,32.0,5.0,1,1,3,5,1,7,7,7,7,8,8
24967,Automobile Corpn. Of Goa Ltd.,2013,6.1,0.71,0.01,0.1219666596328339,33.0,5.0,1,1,3,5,1,7,7,7,7,8,8
24967,Automobile Corpn. Of Goa Ltd.,2014,3.36,1.87,0.02,0.2817691680772365,34.0,5.0,1,1,3,5,1,7,7,7,7,8,8
24967,Automobile Corpn. Of Goa Ltd.,2015,4.94,1.77,0.02,0.0678388887530263,35.0,5.0,1,1,3,5,1,7,7,7,7,8,8
24967,Automobile Corpn. Of Goa Ltd.,2016,6.04,1.84,0.01,0.1464330699645024,36.0,5.0,1,1,4,5,1,7,7,7,7,8,8
34390,B C L Industries Ltd.,2013,2.07,0.34,2.16,0.110504420176807,37.0,1.0,1,1,11,1,1,7,7,7,7,9,9
34390,B C L Industries Ltd.,2014,2.17,0.54,2.06,0.0615780847576679,38.0,1.0,1,1,10,1,1,7,7,7,7,9,9
28932,Bajaj Hindusthan Sugar Ltd.,2012,-2.21,0.4,1.39,-0.1275895059776077,81.0,14.0,1,1,8,14,1,9,9,9,10,12,12
28932,Bajaj Hindusthan Sugar Ltd.,2013,-11.66,0.3,2.45,0.5539536232672169,82.0,14.0,1,1,10,14,2,9,9,9,9,14,14
28932,Bajaj Hindusthan Sugar Ltd.,2014,-9.81,0.6,4.03,-0.3155571756643458,83.0,14.0,1,1,7,14,2,8,9,8,10,13,13
28932,Bajaj Hindusthan Sugar Ltd.,2015,-0.88,0.9,1.84,0.0401654850364714,84.0,14.0,1,1,7,14,2,8,8,8,9,12,13
28932,Bajaj Hindusthan Sugar Ltd.,2016,0.03,0.44,1.79,-0.054065235467843,85.0,14.0,1,1,6,14,2,8,8,9,9,12,11
29728,Balrampur Chini Mills Ltd.,2012,3.26,0.92,1.33,0.415548891426277,37.0,10.0,1,1,6,10,1,8,8,9,9,11,11
29728,Balrampur Chini Mills Ltd.,2013,-0.88,0.98,1.25,-0.1728257176202928,38.0,10.0,1,1,6,10,1,8,8,9,9,11,11
29909,Banco Products (India) Ltd.,2012,5.93,1.24,0.46,-0.1917113147397059,51.0,5.0,1,1,5,5,1,8,8,9,9,10,10
30442,Banswara Syntex Ltd.,2012,1.19,0.47,3.65,0.167891919449401,36.0,3.0,1,1,8,3,1,8,7,8,7,10,11
30442,Banswara Syntex Ltd.,2013,2.49,0.37,3.28,0.0835770597427993,37.0,3.0,1,1,8,3,12,10,10,10,10,14,15
30442,Banswara Syntex Ltd.,2014,0.66,0.49,2.84,0.0040849541550511,38.0,3.0,1,1,8,3,11,10,10,10,10,13,14
